549900,40000,459900,275000,479000,365000,89900,299000,99900,134900
400000,119900,249900,206900,425000,95000,779900,160000,1429950,249900
189900,299000,339000,124900,615000,469000,90000,119000,2100000,254900
175000,310000,1500000,249900,260000,80000,49900,119900,474900,120000
589000,239900,33600,259000,183500,34900,629000,80000,329000,147500
84000,299000,64900,159900,67999,615000,39000,54500,399900,598000
165000,90000,1349000,429000,17000,269900,195000,35000,268000,69900
349900,279000,259900,135000,249900,135000,18000,29900,40000,24900
172000,19900,499900,48900,1295000,14900,174500,395000,139900,25000
189000,17000,80000,365900,299900,114000,119900,180000,1150000,395000
1875000,500000,379900,180000,595000,3995000,224500,50000,99999,929000
200000,110000,99000,170000,269000,219900,369000,790000,259900,50000
768000,364950,269900,350000,299900,408400,1499900,169999,849000,330000
129900,598000,135000,89900,274900,28000,195000,810000,135000,199000
1850000,47999,70200,300000,95000,18000,199900,275000,79000,15500
115000,339000,215000,115000,205800,50900,162000,549900,173900,1999000
349000,95000,24500,895000,325000,629900,235000,645000,169900,79000
449000,1300000,214900,419900,925000,299900,529999,112000,309900,675000
49900,1399000,14900,85000,85000,267500,129500,299000,849000,325000
105000,599000,277500,126600,269900,32900,179900,229000,2195000,99000
195000,274900,229900,135000,68000,275000,239900,29000,12900,345000
1100000,449900,64900,16245,299900,85000,799000,160000,39900,192000
122000,264900,74900,675000,89900,305000,1199900,372000,399900,269900
169000,1125000,16000,209000,99900,159900,565000,455000,55000,229000
22000,183500,98500,70000,38000,121000,124900,159000,54000,13500
130000,768000,14900,699900,125000,173900,849999,703000,189898,449965
248516,120000,14900,259000,60000,1500000,139500,479000,849900,259000
37900,1250000,87200,499000,69900,669000,140000,640000,39900,209000
324900,38000,374900,87600,39900,499000,389900,125900,1650000,235000
367500,250000,240900,414000,244900,130000,24900,400000,124900,12000
124900,69900,91987,159000,249000,45000,344900,99900,165000,548000
278000,64900,399000,69000,609000,110000,2900000,29900,179000,249900
29000,229850,215000,285000,90000,519500,349900,575000,549000,99900
85000,380000,84000,5000,749000,439000,279900,204000,69000,86000
485000,1200000,825000,18000,415000,539900,299000,29900,15000,144000
49900,729000,375000,253000,65000,429000,139500,267500,465000,575000
28672,15000,64777,14900,65817,149900,329000,184900,375000,25000
114600,375000,14500,279000,369000,135000,599900,84600,469000,135000
44900,400000,100000,899000,384000,2399000,16245,70000,82500,320000
49900,698000,99000,189000,424900,224900,270000,104900,1590000,139900
339900,185000,195000,149000,249900,514000,234900,1350000,40000,230000
79900,64500,139000,449000,3804000,359000,199900,680000,19000,300000
2500000,975000,299900,2840000,128000,69000,469900,179000,365000,160000
284900,450000,329000,159900,54000,44900,469000,179000,114900,142900
385000,949900,799000,5000,18000,31500,259000,395000,22900,44900
25000,939900,249000,87025,230000,49900,9900,2300000,1795000,89900
124900,28500,1250000,107000,49900,275000,372000,116000,60000,630000
91873,499000,1079000,3443052,19800,64900,95000,379900,699900,2299000
629000,209900,174000,400000,59000,1159000,249900,140000,215000,169900
164900,23000,424500,31900,2200000,40000,235000,89000,125000,99000
429000,144900,175000,99900,215000,499800,94900,339900,299000,146500
50000,139900,149900,199900,259000,33800,184990,238500,119900,335000
159000,49000,450000,25000,1101000,474000,264000,80000,399000,79900
54900,380000,149900,759900,29900,78000,675000,315000,224900,324900
199900,649000,36000,138000,79900,115000,1850000,189888,179900,300000
219900,349900,18000,299900,800000,40000,57500,179000,224900,50000
119900,244900,2225000,415000,154900,119000,339900,408800,34900,287900
24500,2650000,349900,254000,519000,72351,360000,224900,430000,225000
565000,810000,85000,349000,215000,84900,142000,3895000,2695000,214900
339000,36000,785000,89900,760000,99900,2500000,5700000,92900,60000
247900,310000,41900,800000,229900,369900,168500,60000,105000,59900
50000,649000,54400,104900,259900,49000,130900,495000,270000,199900
1250000,119900,116000,190000,1999000,65000,260000,90000,14900,595000
12900,325000,925000,29900,299900,69900,229000,65000,280000,749900
64900,549900,347900,149900,157000,74000,268900,215000,1475000,14500
29900,249900,124900,399900,199500,249900,600000,49900,89000,2395000
389000,85000,59900,150000,325000,16900,320000,92500,124900,495000
5000,129900,88888,59900,5000,450000,329900,215000,17000,624900
669000,267400,145000,65000,34900,128900,279000,119900,29900,575000
15000,254900,449900,699000,489900,714900,73000,42600,120000,234900
215000,48999,129900,239000,735000,84900,2450000,124400,99900,849000
137500,415000,289999,129900,399000,549000,99000,69900,349000,230000
275000,199000,109900,35300,194900,399000,42000,54900,898000,1600000
949900,169900,24900,128000,89900,359900,249999,430000,262500,20361
64000,295000,39900,5700000,13000,199900,27500,229000,138900,1999000
295000,689900,169000,296000,355000,58000,274900,515000,509000,349000
799000,169000,279900,65000,379990,155000,249900,69900,199000,125000
619900,94900,214900,1575000,159900,112700,779000,125000,359900,269900
725000,224900,155000,225000,409900,119900,575000,79900,1395000,169900
69900,299900,15000,19900,519000,339000,178000,235000,227500,34500
3895000,495000,324500,240000,399900,149745,379000,115000,85000,599000
799000,1500000,33000,3700000,409000,170000,78000,59900,299900,170000
1100000,725000,278000,650000,625000,199900,495000,124900,39900,148900
569000,379000,319000,12900,255000,86000,569900,295000,275000,119900
2229000,179900,199900,1650000,570000,149900,10000,99000,35300,269000
215000,1049000,459000,239900,61500,199999,239000,1389000,1049000,210000
2710,2695000,129900,1090000,369000,270000,405000,59900,24500,340000
1325000,254900,129900,159900,299900,2175000,2950000,338000,338000,173900
13950,249900,49000,273000,234900,637000,65000,439000,1850000,100000
345000,1495000,150000,204000,49400,430000,160000,365000,235000,29900
849000,219900,469900,599000,289000,419500,1995000,185000,135000,1299000
449900,324900,18500,13400,639900,478900,275000,89900,745000,149000
229000,319000,239777,129000,65000,175000,274900,85000,14900,59500
429900,2250000,699000,3000000,1499000,799000,20000,64900,300000,199900
154900,263500,310000,173900,119000,800000,5700000,699900,20000,89900
195000,16000,99000,374900,229900,295000,34900,69000,699900,565000
39000,2710,489900,399000,110000,300000,955000,17500,124900,350000
75000,264900,55000,240000,624000,249900,21850,449900,625000,46000
299000,114900,129000,80000,299999,55170,365000,289900,365000,58888
355000,183500,48000,379000,344900,27500,80000,1165000,99900,212000
375000,1475000,1650000,79900,57500,239900,185000,1100000,104900,899000
749000,285000,46000,190000,184900,330000,147000,13000,235000,299000
175000,84900,499900,159900,2200000,29900,1149000,899000,235000,380000
699900,510000,599900,79900,338000,465000,217000,40000,60000,94900
3100000,595000,250000,145900,169900,14500,174900,315000,265000,2750000
235000,1269000,1075000,132900,1685000,899000,49900,725000,282500,175000
139000,2050000,419000,949000,2297637,190000,35000,89900,599999,420000
325000,189900,749900,489000,145000,824900,479000,99000,339999,99999
128900,169000,399000,60000,319000,209900,949000,54000,160000,37000
745000,15900,489000,225000,419900,1850770,209000,15000,239000,59900
85000,156900,90000,50000,379000,1749000,300000,244500,179000,109000
100000,575000,115000,170000,249900,69900,164900,16000,92900,114888
209900,14900,49900,1650000,95900,2480000,167900,76000,1299999,405000
459900,219900,119999,19900,499900,299000,134900,660000,216900,179000
124999,179900,136000,184400,390000,114900,69900,539000,121000,1500000
2650000,40000,199999,297000,239900,1499000,259000,450000,109000,154900
1225000,150000,224900,115000,24900,69900,329000,124900,219900,60000
15500,3290003,1385000,270000,135000,1350000,124900,549000,119900,355000
362000,274900,99000,399900,429000,899000,829900,200000,14900,270000
1699000,169000,405000,1650000,279900,67999,40000,59900,1349000,49000
455000,229000,2795000,189000,274900,1875000,37000,119000,519000,45000
59000,299900,169900,349000,699900,21850,269000,378000,419000,338700
91987,69000,49900,82500,384000,269900,119900,239000,179015,80000
449900,179000,78000,170000,179900,127720,104900,54900,4374000,549000
850000,475000,49500,67500,69900,39900,299900,204900,39900,149900
259900,549000,1159000,2595000,59900,150625,59900,1439000,179000,19900
169000,47999,390000,1350000,589000,190000,14900,140000,54900,149500
280000,149900,124000,5700000,600000,179900,369000,1202000,449000,259900
79500,119900,299000,95000,164900,85000,249900,145000,179900,94000
425000,6000,120000,169900,40000,150000,659900,145000,190000,19999
54000,268000,33800,119900,69990,114900,76900,224900,66500,420905
45000,85000,39900,599000,799000,17000,699000,359900,250000,125000
185000,149900,429000,679900,215000,27400,60000,350000,549900,2840000
24900,312500,529000,89000,22000,439900,75000,379000,259900,329000
475000,1159000,215000,599000,200000,159900,270000,149000,265000,189000
195000,359000,299000,19800,565000,309900,79900,1614492,2295000,319900
90000,2295000,100000,160000,229900,185000,199900,89900,280000,339900
92900,29900,119500,389000,145900,40000,100000,28000,230000,5495000
339000,410000,22900,252000,499000,625000,169900,1632,150000,394900
195000,9000,189000,70000,99500,549000,274900,34900,44900,120000
59000,121000,94900,130000,275000,529000,99000,750000,15500,284900
22000,135000,40000,399000,26000,119900,1795000,129900,82250,40000
624900,475000,42900,239900,469900,230000,300000,187500,59900,129900
174900,62000,275000,111900,2500000,2655,391000,1189000,52000,169500
929000,165000,130000,1449000,259000,14500,69900,269000,19900,38000
229000,19900,559000,219000,425000,120000,60000,80000,159900,195000
37000,90000,71298,25000,149900,299000,949000,500000,39500,339900
2695000,215000,490000,252000,669000,3443052,1290000,288000,545000,32000
157900,219000,445000,219000,320000,20000,35500,300000,2700000,64777
599000,82000,399000,699900,1325000,164900,289000,128900,425000,30000
255000,698000,200000,425000,150000,230000,189900,74900,1322000,299000
1795000,37000,64900,700000,3895000,104900,149900,329000,75000,219900
185000,400000,229000,425000,20000,14000,275000,359000,1000000,118000
325000,1250000,2710,249000,149900,74900,309900,1350000,369000,899900
60000,134000,84000,29900,2222000,150000,325000,408400,249000,149000
159900,109000,256000,79900,625000,69000,319000,1000000,200000,330000
37900,85000,179000,624900,60000,345000,307500,109900,339900,1250000
4299000,549000,599000,309900,459000,282000,134900,24500,53900,975000
349000,149000,875000,124900,1075000,85000,299900,1500000,114900,625000
399900,1160000,319900,152500,315000,414000,109900,639000,149900,450000
146500,359000,139900,214900,217500,485000,136000,5000,264900,99000
19600,179015,159900,10000,378000,728000,1295000,180000,189900,290000
249000,135000,544900,145000,224900,20000,315000,145000,234000,750000
429900,699900,179900,94760,425000,43500,159000,264900,139900,420000
369900,160000,405000,179900,49000,180000,229000,59000,1199000,67900
43500,624900,309000,19900,53000,330000,175000,64900,499000,67500
1000000,84900,29900,699000,248500,64900,185000,399000,75000,200000
79900,114900,115000,219900,199000,67999,274500,55000,949900,9000
30000,209900,99000,329000,58000,899900,419000,296000,250000,160000
195000,349900,1000000,179900,129000,199900,84000,776500,219900,359900
949000,22900,15900,300000,40000,144000,1375000,439000,319000,37900
459900,270000,187500,229000,71000,325000,1875000,169000,393000,50000
45000,59000,524900,189900,140000,300000,975000,69000,130000,399000
459000,165000,285000,13000,124999,499900,125000,390000,128000,25000
99000,135000,139900,69000,925000,639900,229000,379700,140000,1368000
5000,39999,320000,249900,15000,82900,245000,469000,30000,325000
349000,1199900,259900,24999,50000,67999,799900,34900,519900,234900
249900,140000,69900,22565,69000,100000,849000,1125000,94900,234500
49900,319900,169000,100000,25000,8900000,114500,55000,195000,275000
186900,232500,289900,22000,79000,12900,142500,34900,349000,160000
199000,79900,46000,135000,245000,389000,54500,524900,475000,1245000
373000,276000,249900,649900,349000,224900,786000,180000,124900,499000
535000,17000,199900,305000,75000,141000,1299000,475000,229000,19000
575000,254900,124900,79900,134900,49000,2950000,499000,215000,169000
139900,89000,425000,300000,480000,74900,194900,449000,47900,199900
99900,179900,449900,139000,1189000,445000,48900,300000,489900,20000
670000,99000,99000,135000,225000,49900,1189000,199000,245000,195000
3745000,229000,96900,3895000,475000,69900,425000,259000,145000,179900
52771,9950000,3339588,99000,249900,184400,199900,85000,399900,99900
49900,369900,239000,359000,1250000,324900,35000,88888,49900,167900
949900,349000,184000,110000,20000,150000,459999,24900,1850000,14900
349900,79500,90000,410000,264000,185000,399900,714900,71298,149900
249900,399900,459900,167000,32500,728000,187000,256000,296500,185000
69900,189900,82000,825000,275000,114900,65000,650000,760000,79500
1995,296000,185000,48900,829000,29900,339000,25000,29999,599999
469900,325000,14900,121000,115000,33600,3400000,94900,20000,395000
49500,99998,629900,80000,235000,350000,349900,80000,99900,265000
139900,79900,2423187,499000,899900,25000,57000,205000,649900,239000
48000,599000,214900,299000,148000,299900,90000,194800,159500,6900
169500,230000,580000,1100000,129900,499900,94900,179900,650000,29000
297500,79900,189900,497000,19900,85000,94000,145000,54900,99000
18000,875000,159000,236500,549900,119000,129500,299900,399000,74000
1300000,9000,236000,110000,409000,44900,290000,197500,220000,165000
209000,609000,69000,779000,55000,156000,500000,129900,749000,129900
144900,579000,478900,1585000,330000,199000,179900,29000,319900,224500
140000,259000,469000,3495000,89000,51400,144999,399000,799900,144900
170000,129000,309000,144900,799000,114700,31000,19900,24900,44790
295000,80000,135900,3490000,262500,39500,559900,99900,49900,195000
180000,24900,89900,255000,1195000,234900,60000,169000,149900,115000
249000,29900,299000,600000,248500,2480000,78500,189900,40000,95000
359000,225900,54400,34900,21000,185000,90000,139900,34900,85000
219900,21900,28500,90000,217000,139500,235000,649900,99500,1100000
609000,375000,38000,157000,649000,8900000,149850,489900,350000,238500
242666,419000,499000,16000,85000,54900,309000,430000,1299000,23272
1349000,275000,129000,60000,369900,489900,110000,344900,224900,689900
119500,180000,25000,144900,94500,254900,179900,440000,144000,800000
140000,250000,329900,199000,537000,1350000,99900,40000,500000,335000
199900,449900,19900,79400,499000,999000,254900,424500,260000,92500
33000,385000,360000,59900,389000,699000,285000,175000,180000,119000
50000,173900,179900,329900,325000,829000,495000,190000,239900,65000
2349000,3000000,289900,1685000,49400,2200000,264900,195000,67500,190000
259900,90900,259000,325000,85900,158000,42000,549900,149000,18900
160000,75000,450000,16000,188000,1149000,350000,184900,145000,599900
2200000,99500,49900,95000,285000,1159000,149900,219900,105000,240000
499900,71298,1100000,179800,146987,379900,149900,67200,358400,149900
267500,2840000,1199900,177000,429900,220000,285000,173900,189900,499911
219900,322500,18900,54900,955000,1000,249900,125000,349900,999900
415000,649900,99900,1150000,99000,140000,84900,1350000,197000,29900
949000,89500,29900,85000,99999,57900,449900,59900,475000,149900
579000,749000,29900,369000,99000,1295000,288000,179000,189000,249000
209500,849999,174900,37120,277772,100000,249900,27500,29900,2295000
408800,315000,225000,525000,92000,359000,219000,3999000,240000,599000
1499000,34000,125000,28500,899999,289000,84900,2900000,86900,25000
499999,2750000,349000,160000,264900,119000,649000,85000,1499999,99500
411627,149900,209000,609000,329000,269900,698000,149900,495000,109000
549000,229900,79000,25000,824900,135000,169900,16900,15000,1492727
46500,59900,129900,450000,69900,2399000,350000,614900,160000,900000
299000,149000,57000,310000,85000,462500,239900,489000,49900,109900
248516,89000,74900,224900,84900,70000,33000,167000,159900,396000
375000,9000,529000,159900,289900,394900,250000,66500,499000,23900
129000,1400000,335000,65000,25000,429900,85000,69900,1190000,25000
157900,499000,129900,339000,349900,159900,60000,149900,224800,154900
629900,99900,169900,549900,99000,180000,289900,149850,28000,174900
75000,189000,219000,390000,56900,119500,319900,89000,57900,438000
325000,15000,45000,1850000,599000,95000,180000,124500,555000,125000
299000,619900,35000,255000,299900,459999,1699000,675000,169900,314900
369900,94000,315000,189000,280000,159900,385000,159900,49900,295000
49000,145000,67900,2750000,174900,69900,309000,179000,415000,180000
539900,3399000,670000,13000,429000,194900,1300000,166000,4595000,349000
124900,377500,179800,698000,549900,44900,65000,649000,249000,445000
3895000,89900,159900,699000,188000,375000,549900,1999900,29900,339000
475000,849900,194900,54000,479900,99500,225000,848800,264900,1200000
199900,15000,614900,40000,395000,139900,719900,26900,309000,569000
189000,5000,70000,219000,18900,92900,174900,429000,249000,180000
16000,159000,46000,179900,234500,131000,17500,21000,720000,349900
320000,159900,48000,28000,209000,320000,159900,214000,160000,100000
749000,215000,149000,1299000,13000,259800,239000,175000,210000,515900
199900,149900,620000,279000,420000,239000,85000,186900,525000,135000
80000,1875000,26803,229000,69900,168000,60000,95000,639000,139500
230000,284900,824900,59500,249000,65000,149900,529900,494900,64900
179900,437000,281575,45000,149000,349900,639000,275000,1362000,91987
599900,149000,23900,1499900,289950,200000,265000,139900,269000,17900
119900,314900,44800,139000,79900,179000,300000,175000,355000,125000
124500,175000,675000,159000,219900,290000,156000,329000,365000,580000
525000,89000,4500000,49900,17000,174900,249999,699000,32000,179000
80000,129900,139000,998900,119900,320000,179900,45000,299900,85000
649000,266000,379900,239900,349900,44900,85000,699000,209900,699900
65000,142500,179900,479000,60000,3295000,450000,79000,40000,735000
90000,450000,269900,16500,295000,39000,30000,649000,310000,439000
70200,129900,130000,49900,1492727,19600,152500,57000,1300000,69900
164900,350000,192500,464000,180000,40000,425000,49900,79900,419900
49000,159900,299000,145900,725000,239000,97900,234900,1196000,274500
224900,998900,389888,3800000,45000,69000,3800000,669000,5000,145000
114600,296000,159000,3999999,399000,229900,32000,99900,462500,1299000
749000,234900,99500,129900,269000,63194,289000,399000,355000,275000
82900,255000,170000,314000,149900,282500,175000,129900,275000,189900
29900,565000,259000,169000,117900,65817,245000,179900,2749000,299950
500000,239900,225000,3250000,328900,619900,499000,299900,25000,789000
175000,299000,73900,350000,230000,55170,179900,484500,355000,149900
279900,24000,349000,22900,114900,339000,4499000,300000,162900,999000
244900,459999,160000,419900,169900,49900,219000,125000,239000,124900
395000,199900,1049000,344900,595000,74900,299900,59000,1695000,160000
169000,599000,799900,189900,319000,187500,624900,320000,529000,185000
99999,385000,349000,219900,209500,125000,17000,129000,499900,218800
525000,350000,229000,500000,28000,157593,89900,489000,55000,219900
279000,4374000,978000,229000,73900,2495000,14900,229000,134900,19900
349000,459900,1875000,274900,300000,949900,129500,87500,37900,419000
2395000,575000,849000,39900,185000,79900,615000,190000,325000,760000
149000,84900,399000,155000,425000,29900,170000,299900,296500,575000
94900,120000,385000,299900,250000,39900,273750,1200000,3995000,181900
260000,50000,599900,399000,624900,375000,1450000,70000,35000,159900
315000,49900,875000,114700,149000,799000,339900,129900,539000,84900
260000,173900,1595000,475000,675000,189900,225000,99995,65600,169000
225000,339900,132900,600000,24900,679000,515000,120000,349900,1100000
107910,139500,135000,44000,74900,265000,324900,129900,499000,37000
5000,50000,650000,209000,569000,20000,15500,59900,345000,130000
14500,290000,135000,249000,29900,269000,224900,169900,329000,1349000
239000,155000,74000,149900,159900,73900,229900,3999000,173000,69450
210000,20000,95000,249000,219000,319900,899000,175000,18500,297500
269900,9000,109000,144500,990000,1269000,159900,379000,13000,265000
539900,439900,389000,99900,74900,210000,185000,685000,625000,50000
186900,949000,2650000,180000,25000,125000,55000,25000,22000,399990
240900,99000,245000,624500,799000,624900,300000,218000,23000,4840156
50000,232000,35000,260000,405000,269000,279900,179900,119900,249000
55745,169000,129900,13000,165000,325000,60000,255000,345000,119900
335000,139900,475000,179900,69000,325000,278000,214900,574999,214900
185000,24900,179000,224900,399000,260000,899000,245000,239000,12900
82000,25000,157000,475000,25000,409000,139000,265000,229900,339000
149900,250000,225000,60000,799000,209000,189900,439900,134900,409000
369000,479000,148900,19900,39000,399000,17000,1100000,299000,1728000
453400,995000,299000,999000,1202000,1999999,200000,139900,299900,148000
149900,68000,130000,229900,45000,269900,186900,96999,324900,60000
299000,159900,599000,79600,259900,2595000,127900,5900,274900,219900
449900,299000,949900,1632,524900,25000,119900,76500,28000,299999
90000,469000,159250,879000,219000,650000,139900,59900,34900,249900
449000,174900,16000,254900,399000,649900,54500,5000,25000,745000
289000,399995,214750,475000,215000,164900,299900,30000,239999,1495000
289000,47000,259800,43920,309000,129000,369900,75000,259900,210000
58000,82250,169900,28000,105000,139000,28672,289000,99900,499000
234900,365000,768000,115000,15000,319900,159900,225000,548000,225000
490000,105000,429000,85000,324900,54900,48000,259800,92900,199900
50000,2995000,186500,874500,48000,59900,325000,110000,539900,219900
75000,279000,75000,299900,450000,19999,190000,1475000,999000,329000
49900,199000,37500,49000,485000,269000,219000,114900,20000,524900
499900,31400,33800,719900,215000,374900,275000,169000,1250000,297500
124500,985000,209900,599000,248516,300000,629000,1299000,13500,307500
134643,309900,649500,79900,1079000,500000,185000,625000,219900,40000
199000,555000,245000,500000,199999,2200000,459000,59000,55745,14900
54000,850000,290000,65000,625000,230000,52900,119900,299000,159000
225000,2100000,274500,149900,130000,254900,869000,179000,950000,150000
289000,149900,1368000,415000,214750,525000,137500,59900,99000,119900
34900,154900,179000,12000,79900,119000,275000,145000,219000,79000
132500,55900,90000,349000,24900,170000,699000,26617,135000,224900
975000,164900,130000,419900,74900,329000,155000,34900,30000,320000
1300000,239000,299000,149900,589000,200000,99500,194900,29000,550000
337500,194500,49900,165000,90000,569000,449900,119900,29900,2149999
65990,485000,299900,245000,82250,239900,79500,34900,59900,175000
457900,209000,40000,729900,600000,1595000,137000,44000,274900,345000
339000,139900,327000,219000,225000,49900,239900,390000,39900,245900
255000,199900,229500,299900,1450000,725000,249900,80000,450000,229000
790000,90000,55000,349900,849000,16000,37900,1250000,44900,325000
650000,129000,65000,44900,145000,54900,190000,559000,215000,178900
17900,25000,28000,549000,145000,349900,142000,939000,209000,455000
154900,269000,419900,129900,1250000,69900,369000,479000,71000,49999
49900,25000,85000,199000,150000,14900,50000,189900,389000,99900
800000,475000,525000,5950000,350000,59900,18000,309000,1125000,279000
2700000,439900,735000,25000,52000,185000,159900,22000,479000,675000
499000,13900,125000,250000,1029000,115000,29900,59900,160000,579000
1000000,410000,99900,391000,164900,729000,180000,1029000,70000,214900
16900,295000,274900,189900,35500,157500,34900,24000,269000,159000
325000,13000,175000,399000,17900,75933,569000,274900,3000000,24900
765000,220500,129000,574500,299900,599999,40000,14900,1599000,179000
268000,50000,234500,129900,13350,489900,400000,169000,419900,49900
189000,319000,13550,5900,1100000,154900,495900,138000,25000,175000
79900,199900,199900,339000,299900,19500,90000,75000,16000,63194
3450000,34900,214900,149900,269900,529000,324900,429900,199000,33000
273750,949000,199000,525000,44000,615000,110000,24000,124500,40000
234500,499900,79000,429900,104900,439000,2485000,119900,29900,399000
65000,29900,199900,279900,49500,23000,165000,869000,35000,115765
